comment_id,ticket_id,author_id,author_type,comment_text,created_at
95,107,167,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-10 04:26:17.60549
96,108,122,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-22 05:26:17.60549
97,109,187,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-02 07:26:17.60549
98,110,83,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-31 04:26:17.60549
99,111,168,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-29 06:26:17.60549
100,112,79,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-10 04:26:17.60549
101,113,72,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-11 05:26:17.60549
102,114,175,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-12 06:26:17.60549
103,115,150,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-22 06:26:17.60549
104,117,86,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-06 06:26:17.60549
105,119,19,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-12 06:26:17.60549
106,120,5,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-19 03:26:17.60549
107,121,144,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-11-04 06:26:17.60549
108,122,136,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-10 03:26:17.60549
109,123,88,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-13 08:26:17.60549
110,124,69,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-22 03:26:17.60549
111,125,131,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-11-06 07:26:17.60549
112,126,29,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-11-08 05:26:17.60549
113,127,126,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-10-28 08:26:17.60549
114,128,58,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-29 08:26:17.60549
115,130,141,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-25 05:26:17.60549
116,131,147,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-14 06:26:17.60549
117,132,88,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-14 08:26:17.60549
118,133,161,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-01 03:26:17.60549
119,134,43,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-14 06:26:17.60549
120,135,40,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-29 06:26:17.60549
121,136,142,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-19 05:26:17.60549
122,137,148,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-09 05:26:17.60549
123,138,90,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-10-24 07:26:17.60549
124,139,82,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-14 04:26:17.60549
125,140,123,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-31 07:26:17.60549
126,141,116,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-05 03:26:17.60549
127,142,70,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-01 07:26:17.60549
128,144,26,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-10-23 08:26:17.60549
129,145,57,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-31 04:26:17.60549
130,146,8,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-23 04:26:17.60549
131,147,199,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-01 07:26:17.60549
132,148,172,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-10-22 05:26:17.60549
133,150,59,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-04 07:26:17.60549
134,151,162,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-07 05:26:17.60549
135,153,44,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-07 07:26:17.60549
136,154,182,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-17 07:26:17.60549
137,155,33,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-18 03:26:17.60549
138,156,132,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-21 08:26:17.60549
139,157,64,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-10-21 06:26:17.60549
140,159,110,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-24 06:26:17.60549
141,160,139,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-12 06:26:17.60549
142,162,11,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-26 04:26:17.60549
143,163,12,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-10-27 03:26:17.60549
144,164,68,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-24 07:26:17.60549
145,165,182,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-25 04:26:17.60549
146,166,112,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-15 05:26:17.60549
147,167,151,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-09 07:26:17.60549
148,168,62,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-06 08:26:17.60549
149,169,31,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-10 05:26:17.60549
150,170,38,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-11 06:26:17.60549
151,171,193,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-19 04:26:17.60549
152,172,153,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-04 04:26:17.60549
153,173,131,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-10-24 04:26:17.60549
154,174,195,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-03 05:26:17.60549
155,175,9,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-11 07:26:17.60549
156,176,87,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-11-09 03:26:17.60549
157,177,146,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-27 06:26:17.60549
158,178,121,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-02 04:26:17.60549
159,179,3,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-23 03:26:17.60549
160,180,64,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-17 05:26:17.60549
161,181,81,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-28 06:26:17.60549
162,182,53,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-17 07:26:17.60549
163,183,198,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-07 06:26:17.60549
164,184,168,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-09 05:26:17.60549
165,185,173,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-27 04:26:17.60549
166,187,30,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-10 07:26:17.60549
167,188,50,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-11-09 07:26:17.60549
168,189,179,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-11-11 07:26:17.60549
169,190,98,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-10-22 06:26:17.60549
170,191,171,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-19 07:26:17.60549
171,193,175,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-10 05:26:17.60549
172,194,64,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-20 06:26:17.60549
173,195,165,user,Спасибо за оперативный ответ. Дополнительная информация: ошибка возникает при выполнении определенных действий.,2025-10-18 06:26:17.60549
174,196,144,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-19 07:26:17.60549
175,197,116,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-11-15 04:26:17.60549
176,198,131,user,Прошу прояснить следующий вопрос по заявке. Какие дополнительные данные требуются для решения проблемы?,2025-10-24 08:26:17.60549
177,199,7,user,"Добрый день! Проблема все еще актуальна, не могли бы вы уточнить сроки решения?",2025-11-07 05:26:17.60549
178,200,178,user,"Подтверждаю, что проблема решена. Благодарю за помощь!",2025-10-30 07:26:17.60549
179,4,7,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-09 03:26:17.60549
180,9,6,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-22 03:26:17.60549
181,11,16,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-30 03:26:17.60549
182,12,13,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-17 03:26:17.60549
183,14,8,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-13 03:26:17.60549
184,15,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-12 03:26:17.60549
185,17,8,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-22 03:26:17.60549
186,19,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-18 03:26:17.60549
187,20,3,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-24 03:26:17.60549
188,21,6,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-15 03:26:17.60549
189,23,12,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-16 03:26:17.60549
190,24,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-01 03:26:17.60549
191,25,9,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-15 03:26:17.60549
192,26,14,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-10-28 03:26:17.60549
193,28,1,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-10-30 03:26:17.60549
194,31,15,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-09 03:26:17.60549
195,32,8,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-10-30 03:26:17.60549
196,33,19,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-19 03:26:17.60549
197,34,10,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-10-22 03:26:17.60549
198,35,18,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-11 03:26:17.60549
199,36,19,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-10 03:26:17.60549
200,39,3,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-11 03:26:17.60549
201,40,15,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-26 03:26:17.60549
202,43,18,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-14 03:26:17.60549
203,44,6,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-18 03:26:17.60549
204,45,15,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-30 03:26:17.60549
205,48,10,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-27 03:26:17.60549
206,50,17,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-25 03:26:17.60549
207,51,19,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-10-27 03:26:17.60549
208,52,17,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-25 03:26:17.60549
209,53,1,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-08 03:26:17.60549
210,54,11,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-01 03:26:17.60549
211,56,15,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-05 03:26:17.60549
212,57,13,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-30 03:26:17.60549
213,58,17,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-10-31 03:26:17.60549
214,60,20,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-13 03:26:17.60549
215,64,13,staff,Проблема идентифицирована. Выполняю работы по восстановлению.,2025-11-10 03:26:17.60549
216,66,5,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-05 03:26:17.60549
217,67,13,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-15 03:26:17.60549
218,68,8,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-10-25 03:26:17.60549
219,70,3,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-10-31 03:26:17.60549
220,71,2,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-10-28 03:26:17.60549
221,72,2,staff,Для решения проблемы требуются дополнительные данные. Прошу предоставить скриншот ошибки.,2025-11-11 03:26:17.60549
222,74,11,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-21 03:26:17.60549
223,75,7,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-14 03:26:17.60549
224,76,4,staff,Принял заявку в работу. Провожу диагностику проблемы.,2025-11-12 03:26:17.60549
225,77,2,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-06 03:26:17.60549
226,78,1,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-07 03:26:17.60549
227,80,20,staff,Решение применено. Прошу проверить работоспособность и подтвердить решение заявки.,2025-11-07 03:26:17.60549
228,82,16,staff,Передал заявку в смежный отдел для дальнейшего рассмотрения.,2025-11-11 03:26:17.60549
